epoch,acc,loss,lr,top3_acc,top_k_categorical_accuracy,val_acc,val_loss,val_top3_acc,val_top_k_categorical_accuracy
0,0.1431,4.312788760299683,0.001,0.29022,0.3841,0.1912,3.7731343505859374,0.3743,0.476
1,0.25352,3.380369653778076,0.001,0.45564,0.56286,0.293,3.168963844680786,0.5147,0.6197
2,0.3326,2.951412427825928,0.001,0.55684,0.66216,0.3536,2.917581060028076,0.5799,0.6719
3,0.39342,2.680379066925049,0.001,0.61994,0.72148,0.3773,2.768480884361267,0.6047,0.7027
4,0.43664,2.4782488552856443,0.001,0.66624,0.76108,0.4348,2.5502270122528077,0.6557,0.75
5,0.46932,2.3374988808441164,0.001,0.69786,0.78724,0.3821,2.987915622711182,0.5983,0.6897
6,0.49736,2.226847431793213,0.001,0.72252,0.80868,0.4564,2.4575597486495973,0.6814,0.7697
7,0.52064,2.1284904047012327,0.001,0.743,0.82596,0.4949,2.2758846158981325,0.7149,0.7987
8,0.54034,2.0528027242660523,0.001,0.75996,0.83846,0.5212,2.1910140182495117,0.7348,0.8137
9,0.55854,1.9845143510818481,0.001,0.77218,0.84784,0.5446,2.0567506465911864,0.7594,0.8386
10,0.57216,1.924451410598755,0.001,0.78704,0.85952,0.5305,2.1334296710968017,0.7455,0.8241
11,0.58774,1.8709291308212281,0.001,0.79926,0.8697,0.5333,2.1536776049613953,0.7448,0.8186
12,0.59866,1.8244931147003174,0.001,0.80806,0.87732,0.5437,2.1170956657409667,0.7552,0.8349
13,0.6088,1.7875668281555175,0.001,0.81662,0.88322,0.5161,2.301224062347412,0.7366,0.8174
14,0.62192,1.7412776421356202,0.001,0.82484,0.88912,0.5733,1.9603089473724364,0.7803,0.854
15,0.63054,1.7069980610656739,0.001,0.83298,0.89542,0.5818,1.9209154015541077,0.7937,0.8663
16,0.6395,1.6817190462112426,0.001,0.83828,0.89926,0.5721,1.9679721656799316,0.7882,0.859
17,0.64628,1.6536924111938476,0.001,0.84202,0.90248,0.5868,1.9598335187911988,0.7883,0.8578
18,0.65388,1.6282820008850099,0.001,0.84918,0.90696,0.5814,1.9761670645713807,0.7877,0.8603
19,0.65834,1.6022995930862427,0.001,0.85458,0.9111,0.5855,1.9385926136016847,0.7991,0.8664
20,0.66566,1.583643846321106,0.0003162278,0.85588,0.91364,0.5819,2.040283917427063,0.7886,0.8579
21,0.6745,1.555482781982422,0.001,0.8622,0.9161,0.5846,1.9997479388237,0.7842,0.8578
22,0.6772,1.5389221475982666,0.001,0.86742,0.92,0.6118,1.8571261763572693,0.8098,0.8754
23,0.68362,1.5226660998153687,0.001,0.86908,0.9201,0.5993,1.9032011753082276,0.807,0.873
24,0.68632,1.5067601052474975,0.001,0.87426,0.92442,0.6081,1.858847604560852,0.8121,0.8773
25,0.6913,1.4870799828338623,0.001,0.876,0.92658,0.6095,1.8684335485458374,0.814,0.8813
26,0.69502,1.4741918545913697,0.001,0.8799,0.9286,0.6083,1.8902091187477112,0.811,0.8751
27,0.70078,1.460590378074646,0.001,0.88196,0.93022,0.6242,1.8468722564697266,0.8176,0.8865
28,0.70558,1.450107949295044,0.001,0.88332,0.9325,0.6225,1.8328267984390259,0.8206,0.8836
29,0.70782,1.430685029525757,0.001,0.88638,0.9332,0.6066,1.9302014075279237,0.8061,0.8716
30,0.71054,1.422877119178772,0.001,0.89028,0.93436,0.6212,1.8875261324882506,0.8147,0.875
31,0.71704,1.4140488487243652,0.001,0.89026,0.9362,0.6305,1.8081444793701171,0.8249,0.8829
32,0.71924,1.3995317917633057,0.001,0.89284,0.93832,0.6337,1.7885084976196288,0.8259,0.8873
33,0.72084,1.3910577592086792,0.001,0.89578,0.939,0.6416,1.7406692045211791,0.8352,0.8936
34,0.7242,1.3804431214904784,0.001,0.89746,0.9408,0.6446,1.7317732007980347,0.8356,0.897
35,0.72874,1.3650642105865478,0.001,0.9005,0.94262,0.6533,1.713245804977417,0.8421,0.8995
36,0.73302,1.3515464781951905,0.001,0.90184,0.94316,0.6366,1.837055716228485,0.8255,0.8867
37,0.73608,1.3475857676696776,0.001,0.90182,0.94342,0.6203,1.8750894483566285,0.8215,0.8825
38,0.73508,1.3389950512695312,0.001,0.90406,0.94712,0.6357,1.8092248895645142,0.8316,0.889
39,0.73924,1.3352406259918213,0.001,0.9066,0.9465,0.658,1.7051556615829468,0.8393,0.8978
40,0.73896,1.3277031234359742,0.001,0.90774,0.94848,0.6322,1.8885615027427674,0.8261,0.8858
