epoch,acc,loss,lr,top3_acc,top_k_categorical_accuracy,val_acc,val_loss,val_top3_acc,val_top_k_categorical_accuracy
0,0.32698,2.9899689120483397,0.001,0.66848,0.84002,0.4216,2.8310092193603515,0.7512,0.8933
1,0.48246,2.076443703651428,0.001,0.80816,0.92496,0.4899,2.0869901834487914,0.8004,0.92
2,0.56944,1.6847420455932618,0.001,0.85822,0.94868,0.6045,1.6081243885040284,0.8596,0.949
3,0.64036,1.4158476278305054,0.001,0.8919,0.96498,0.606,1.5717647303581237,0.8645,0.9545
4,0.68784,1.2460720640182494,0.001,0.91534,0.97382,0.709,1.1540120114326478,0.9278,0.9774
5,0.72136,1.1226424422836303,0.001,0.92834,0.97808,0.6784,1.275918798828125,0.9015,0.9663
6,0.7422,1.0414154849624633,0.001,0.93562,0.98084,0.6712,1.2590345766544342,0.9112,0.9757
7,0.76206,0.9674201916694641,0.001,0.94334,0.98442,0.6814,1.248047999382019,0.8962,0.9608
8,0.77532,0.921989022731781,0.001,0.94988,0.98624,0.7605,0.9624523517131806,0.949,0.9854
9,0.79226,0.8715536786842346,0.001,0.95348,0.9877,0.7287,1.1446336393356322,0.9331,0.9844
10,0.7993,0.8395145982933044,0.001,0.95706,0.98824,0.7772,0.9249463355064392,0.9461,0.9841
11,0.80746,0.8210938257598877,0.001,0.95904,0.98936,0.6864,1.6444474128246307,0.9119,0.9737
12,0.81534,0.7870412896728516,0.001,0.96258,0.9905,0.7273,1.3858490319728851,0.9457,0.9823
13,0.82298,0.7675544064617157,0.001,0.96296,0.99068,0.7342,1.1145790245056153,0.9395,0.9843
14,0.83108,0.7424019586372376,0.001,0.9656,0.99218,0.7476,1.0502781554222107,0.9495,0.988
15,0.83366,0.7369299497032166,0.0003162278,0.96676,0.99208,0.7693,0.9688174323081971,0.9504,0.9851
16,0.83976,0.720192845916748,0.001,0.96868,0.99232,0.812,0.8375076215744018,0.9586,0.9879
17,0.8445,0.7038239130210876,0.001,0.97038,0.99284,0.8077,0.8672589286804199,0.9492,0.9852
18,0.84704,0.6959099628067017,0.001,0.97306,0.9936,0.8209,0.7843954067230224,0.9639,0.9907
19,0.8547,0.6761292374038697,0.001,0.97246,0.99348,0.794,0.8682769050121307,0.9549,0.9893
20,0.85528,0.669636980266571,0.001,0.97338,0.9936,0.8311,0.7506112815380096,0.9663,0.9913
21,0.85484,0.6749399956321717,0.001,0.97456,0.99396,0.7672,0.9806859725952148,0.949,0.9863
22,0.86092,0.6581312088012695,0.001,0.97524,0.9943,0.7787,0.9799672585010528,0.9411,0.9854
23,0.8632,0.6452637487602234,0.001,0.97712,0.99462,0.8109,0.847266348361969,0.9446,0.9802
24,0.86618,0.6353825886344909,0.001,0.9771,0.99468,0.8341,0.7545575559616089,0.9643,0.9916
25,0.86646,0.6361462785720825,0.001,0.97698,0.99502,0.8355,0.7334579471111298,0.9686,0.9919
26,0.87202,0.6212150148010254,0.001,0.9779,0.99522,0.8079,0.8434025707244873,0.9541,0.9891
27,0.87102,0.6195454316425324,0.001,0.97914,0.99538,0.8325,0.8036679423332215,0.9676,0.9914
28,0.87102,0.6254491339874267,0.001,0.97858,0.99524,0.8404,0.7377057226181031,0.965,0.9899
29,0.8758,0.6059076772975922,0.001,0.97954,0.9956,0.7993,0.8984609721183777,0.9455,0.9815
30,0.87614,0.6041672960853577,0.0003162278,0.98024,0.99584,0.8374,0.7418892294883728,0.9687,0.9925
31,0.88128,0.5930756475639343,0.001,0.98044,0.99594,0.8162,0.8153513604640961,0.9617,0.9908
32,0.88074,0.5945530893039703,0.001,0.98042,0.9957,0.8071,0.8280734706878662,0.9625,0.9926
33,0.8783,0.6005263331031799,0.001,0.98144,0.99548,0.835,0.7572659736156464,0.9708,0.9927
34,0.88508,0.5799227330780029,0.001,0.9827,0.99622,0.8348,0.7421570393085479,0.9693,0.9916
35,0.88458,0.5816511804962158,0.0003162278,0.98168,0.99608,0.7948,0.8811170451164245,0.9423,0.9816
36,0.88536,0.5796239164733886,0.001,0.98304,0.99626,0.8162,0.8245081067562103,0.9564,0.9872
37,0.88552,0.5758256403541565,0.001,0.9826,0.9967,0.6812,2.1925687354564665,0.8445,0.9137
38,0.88796,0.5740240535736084,0.001,0.9826,0.99632,0.827,0.791284447669983,0.9563,0.9874
39,0.88878,0.56687912525177,0.001,0.9836,0.99636,0.83,0.7660011679172516,0.9637,0.9913
40,0.88966,0.5612123886489868,0.001,0.98334,0.99664,0.8558,0.6923182215213776,0.971,0.9916
41,0.88992,0.5619487646484375,0.001,0.98352,0.99624,0.8307,0.7892939004898071,0.9644,0.9899
42,0.8899,0.560099222126007,0.001,0.9843,0.99674,0.8055,1.1049344371795655,0.9687,0.9896
43,0.8923,0.5509515154075623,0.001,0.98398,0.9967,0.8273,0.870475168466568,0.9752,0.9945
44,0.89214,0.5544774405193329,0.001,0.9837,0.99646,0.8039,0.9367845200538635,0.9483,0.9811
45,0.89134,0.5575607686042786,0.0003162278,0.9833,0.99658,0.8386,0.7385800825595856,0.9659,0.9906
46,0.894,0.5473831380653381,0.001,0.98488,0.99696,0.8452,0.7226799083709716,0.9694,0.9924
47,0.89458,0.5490463840866089,0.001,0.98538,0.99702,0.8436,0.7204367415428161,0.9743,0.9933
48,0.89512,0.5465573830795288,0.001,0.98436,0.99666,0.8355,0.7683703775405883,0.9677,0.9921
49,0.89822,0.5405616136550904,0.001,0.98526,0.99704,0.8633,0.6645506495952607,0.9764,0.9938
