epoch,acc,loss,lr,top3_acc,top_k_categorical_accuracy,val_acc,val_loss,val_top3_acc,val_top_k_categorical_accuracy
0,0.50224,1.6278000088500977,0.001,0.8152,0.92446,0.5747,1.452221897792816,0.8544,0.9484
1,0.65238,1.2112100679969788,0.001,0.90262,0.96846,0.6119,1.4647336446762085,0.8661,0.951
2,0.70938,1.0542638443756103,0.001,0.92402,0.97734,0.7129,1.0790560809135437,0.9292,0.976
3,0.74124,0.9681010968208313,0.001,0.93574,0.98184,0.7342,0.9741468295574188,0.9347,0.9838
4,0.7639,0.8992131080341339,0.001,0.94568,0.98456,0.7082,1.0680244734287263,0.93,0.9797
5,0.78314,0.8482241063690186,0.001,0.95046,0.9869,0.7539,0.9431545840263367,0.9474,0.9846
6,0.79668,0.8054825754928588,0.001,0.95702,0.98808,0.791,0.8343606663227081,0.9555,0.9878
7,0.80676,0.7770483267402649,0.001,0.95924,0.9896,0.7502,0.9449662870883941,0.9431,0.9852
8,0.81582,0.7527015080833435,0.001,0.96258,0.99022,0.7831,0.8607600835800171,0.9527,0.9853
9,0.82498,0.7274307935905456,0.001,0.96484,0.9915,0.7836,0.8867867062568665,0.9447,0.9861
10,0.83034,0.7090912149524689,0.001,0.96692,0.99196,0.8017,0.8129098691940307,0.9556,0.9881
11,0.83726,0.6894089090538025,0.001,0.9695,0.99266,0.7712,0.936823086309433,0.9538,0.9889
12,0.84702,0.671507744178772,0.001,0.97084,0.9926,0.8252,0.7199353013038635,0.9686,0.9911
13,0.84642,0.6643755425453186,0.001,0.97268,0.99308,0.8062,0.810953382062912,0.9556,0.9866
14,0.85526,0.6456546811676025,0.001,0.97382,0.99342,0.7901,0.8919964445590973,0.9472,0.9821
15,0.85908,0.6357480800437927,0.001,0.97476,0.9941,0.8207,0.7685605172157287,0.9673,0.9913
16,0.8606,0.6294831198310852,0.001,0.97556,0.9949,0.7779,0.8934789441108704,0.9586,0.9895
17,0.8614,0.6206206653213501,0.0003162278,0.97658,0.99418,0.7894,0.8578499977588654,0.9559,0.9875
18,0.86594,0.6135029011917115,0.001,0.97716,0.99466,0.8185,0.7949460718631745,0.9572,0.9855
19,0.86868,0.6056537077331543,0.001,0.97836,0.99484,0.8288,0.722615983581543,0.9688,0.9928
20,0.87132,0.5971965184020996,0.001,0.9795,0.99484,0.8307,0.7339013216018677,0.9671,0.9921
21,0.87612,0.5881335310173035,0.001,0.97888,0.99556,0.8405,0.7342806856870652,0.9651,0.9921
22,0.87532,0.583402992477417,0.0003162278,0.9808,0.99572,0.8348,0.738110587477684,0.9651,0.9904
23,0.88102,0.5722610025405884,0.001,0.98144,0.9958,0.8579,0.6509484695911407,0.9741,0.9932
24,0.87868,0.5776339268112183,0.001,0.98034,0.9955,0.8545,0.6640938000202179,0.973,0.9919
25,0.88132,0.5671862597084045,0.001,0.98106,0.9961,0.8537,0.6508600738525391,0.9758,0.9955
26,0.88486,0.5625724640083313,0.001,0.98208,0.99662,0.8692,0.6228072108745575,0.9777,0.9946
27,0.88496,0.5606898300552369,0.001,0.9826,0.99614,0.8466,0.6863970476150513,0.9722,0.9929
28,0.88646,0.5561480817222595,0.001,0.98224,0.99638,0.8615,0.6489121278047562,0.9738,0.9924
29,0.88998,0.5464489960098267,0.001,0.98372,0.99654,0.8585,0.6810558627128601,0.97,0.9911
