epoch,acc,loss,lr,top3_acc,top_k_categorical_accuracy,val_acc,val_loss,val_top3_acc,val_top_k_categorical_accuracy
0,0.4647,2.76320067691803,0.001,0.79516,0.91708,0.4945,2.015303419303894,0.8206,0.9353
1,0.58722,1.6129203931808471,0.001,0.87056,0.95628,0.5653,1.598656737613678,0.8564,0.9607
2,0.63418,1.3904996920776367,0.001,0.89638,0.96818,0.5912,1.5329479762077332,0.8843,0.9651
3,0.66692,1.2703305050086975,0.001,0.91078,0.97342,0.641,1.346909104537964,0.883,0.9687
4,0.69898,1.1715059604263305,0.001,0.92232,0.9781,0.6838,1.2349312447071075,0.9102,0.9705
5,0.72582,1.0894825302505493,0.001,0.9339,0.98092,0.6659,1.2457829491615295,0.9138,0.9723
6,0.74736,1.016052999534607,0.001,0.94244,0.98494,0.6842,1.2042270979881287,0.9225,0.9763
7,0.76548,0.9624446213340759,0.001,0.9471,0.9862,0.6659,1.4271285487651826,0.8776,0.9587
8,0.77926,0.9179099306106567,0.001,0.95246,0.988,0.7295,1.095734645462036,0.9282,0.9804
9,0.7907,0.8734782495880127,0.001,0.95666,0.9888,0.7362,1.0428269778251649,0.9385,0.9857
10,0.80096,0.8471358377265931,0.001,0.95792,0.98886,0.7068,1.185283978509903,0.9274,0.9799
11,0.80858,0.814261153717041,0.001,0.96274,0.9904,0.6998,1.1754116591453552,0.9212,0.9798
12,0.81996,0.7801975354003906,0.001,0.96474,0.99108,0.7423,1.0495552164554596,0.939,0.9805
13,0.82678,0.755566720085144,0.001,0.96744,0.99194,0.7641,0.978087033367157,0.9581,0.9889
14,0.82824,0.7457107542800904,0.001,0.96788,0.99206,0.7068,1.2217395637989044,0.913,0.9801
15,0.83742,0.7198991348075867,0.001,0.97054,0.99346,0.7739,0.9266848779678345,0.9467,0.9863
16,0.84026,0.7117417390441895,0.001,0.97102,0.99358,0.6985,1.2230533827781678,0.9376,0.9832
17,0.84386,0.6961652251815796,0.001,0.97148,0.99354,0.7285,1.1072849214076996,0.9377,0.9805
18,0.84916,0.6810171317958832,0.001,0.97306,0.99418,0.7954,0.8668723403930664,0.9609,0.9909
19,0.85186,0.6687041948509216,0.001,0.97452,0.99442,0.803,0.8514052857398987,0.9573,0.987
20,0.85452,0.6607710166358948,0.001,0.97482,0.9946,0.7961,0.8885555246829987,0.9607,0.991
21,0.85768,0.6496491962623596,0.001,0.97528,0.99442,0.7458,1.0632604775428771,0.9418,0.9864
22,0.86002,0.6401532966995239,0.001,0.97666,0.9953,0.8072,0.8298637192249299,0.9557,0.9893
23,0.86216,0.6348291206550598,0.001,0.9766,0.99468,0.6416,1.6469049505233764,0.8736,0.9587
24,0.86646,0.6181733839225769,0.001,0.97858,0.99538,0.7982,0.8839034399032593,0.9507,0.9855
25,0.86708,0.6144938737201691,0.001,0.9787,0.9956,0.8406,0.7189992121219635,0.9717,0.9933
26,0.87024,0.6057523635101318,0.001,0.97962,0.99584,0.8304,0.7757542935371399,0.9618,0.988
27,0.87526,0.5962664567756653,0.001,0.98018,0.99606,0.7598,1.0752428926944733,0.9489,0.986
28,0.87512,0.592532210445404,0.001,0.98102,0.99568,0.7649,1.0834996399402619,0.9318,0.9759
29,0.8791,0.5824886067771912,0.001,0.98132,0.99606,0.8103,0.8162493932723999,0.9643,0.9921
30,0.88042,0.578009508152008,0.0003162278,0.98184,0.9962,0.7929,0.904266906452179,0.9604,0.9919
31,0.88172,0.5717080152702332,0.001,0.98234,0.99652,0.7993,0.8943069251060486,0.9454,0.9813
32,0.88284,0.5691916006660461,0.001,0.98256,0.9964,0.8377,0.7383412521362305,0.9653,0.9906
33,0.88526,0.5628725029182434,0.001,0.983,0.99636,0.7343,1.1864276504039764,0.9318,0.9817
34,0.88768,0.5592306192588806,0.001,0.9829,0.99646,0.8537,0.6788888639688492,0.974,0.9941
35,0.88692,0.5572093969917298,0.001,0.98334,0.99678,0.8595,0.6576774208068847,0.9726,0.9942
36,0.88726,0.550599530172348,0.001,0.98408,0.99672,0.7784,0.96322972407341,0.9346,0.9738
37,0.89234,0.5426923778152466,0.001,0.98414,0.99712,0.8422,0.7237714282751083,0.9711,0.9915
38,0.8902,0.5445740402793884,0.001,0.98438,0.99686,0.8112,0.8429053557395935,0.9581,0.9915
39,0.89102,0.5391204051589966,0.001,0.98516,0.99722,0.8271,0.7681301964282989,0.9711,0.9927
40,0.89116,0.5363570983505249,0.0003162278,0.98504,0.99698,0.827,0.7713421706676483,0.969,0.9913
41,0.89502,0.530127165184021,0.001,0.98534,0.9973,0.8025,0.8808103641033173,0.9589,0.9903
42,0.89318,0.5317314107894897,0.001,0.98572,0.9969,0.8483,0.7246548190116883,0.9687,0.9923
43,0.8968,0.5254368519973754,0.001,0.98564,0.99704,0.7631,1.0991827981233597,0.9519,0.9879
44,0.8971,0.5233416740131378,0.001,0.98664,0.9971,0.8467,0.7100832898855209,0.9747,0.9937
45,0.89706,0.5170294169998169,0.0003162278,0.9859,0.99744,0.8319,0.759931778216362,0.967,0.9906
46,0.89948,0.5159575968933106,0.001,0.9869,0.99752,0.8559,0.6916993981361389,0.9709,0.9928
47,0.90066,0.5088509858894348,0.001,0.98712,0.99758,0.8231,0.780420167684555,0.9683,0.9933
48,0.9017,0.5069537549591064,0.001,0.98706,0.99752,0.8461,0.6995094110250473,0.9725,0.9946
49,0.9009,0.5069617102050781,0.001,0.98756,0.99762,0.802,0.9031841796159744,0.966,0.9924
