epoch,acc,loss,lr,top3_acc,top_k_categorical_accuracy,val_acc,val_loss,val_top3_acc,val_top_k_categorical_accuracy
0,0.44864,2.3238320488739013,0.001,0.77208,0.90442,0.3774,3.0466496982574465,0.7058,0.886
1,0.60134,1.7346965914916992,0.001,0.86998,0.95558,0.5756,1.7900375888824462,0.8657,0.9575
2,0.66238,1.4433274924850463,0.001,0.90214,0.96874,0.6937,1.316814182281494,0.907,0.9719
3,0.6958,1.2673171772766114,0.001,0.91654,0.97588,0.6473,1.488417205810547,0.878,0.9491
4,0.72028,1.158481738319397,0.001,0.92814,0.9792,0.5866,1.7815912560462952,0.8083,0.9035
5,0.74238,1.0753695783424377,0.001,0.93736,0.9823,0.7484,1.0740847776889801,0.9355,0.9835
6,0.75616,1.0152286521530152,0.001,0.94258,0.98346,0.707,1.196889394569397,0.9192,0.9719
7,0.7707,0.9662726103591919,0.001,0.94764,0.9856,0.7277,1.1051598627090453,0.927,0.9791
8,0.78182,0.9259410130691529,0.001,0.95014,0.98622,0.7227,1.1546143986701964,0.9106,0.9686
9,0.79322,0.8852498957824707,0.001,0.9547,0.98768,0.7457,1.0022481441497804,0.9417,0.9846
10,0.80286,0.8504881956863404,0.001,0.95884,0.98892,0.7517,1.0055835356712342,0.9469,0.9852
11,0.81094,0.8244380114555359,0.001,0.9608,0.98992,0.7591,1.021609316444397,0.9461,0.9827
12,0.8184,0.7963841560363769,0.001,0.96282,0.99086,0.7404,1.084562632369995,0.9401,0.9828
13,0.82674,0.7725380384635925,0.001,0.96598,0.99136,0.7235,1.0883802191734313,0.9345,0.9804
14,0.83062,0.7571334174728394,0.001,0.96666,0.99202,0.776,0.9423829154491424,0.9413,0.9805
15,0.8373,0.7375526440811158,0.001,0.96874,0.9924,0.787,0.8972437184810639,0.9525,0.9883
16,0.8406,0.7204863512802124,0.001,0.97064,0.99336,0.735,1.0742844174861907,0.9434,0.9839
17,0.84558,0.7076201257228851,0.001,0.972,0.99352,0.6909,1.352851566696167,0.9003,0.9726
